MUSICOIN,getdashboarddata_stats,499277.807,203075873,1073044364.9766,,,0,564.24039477,27.98472021
MUSICOIN,getdashboarddata_stats,499277.807,203075873,1073044364.9766,,,0,564.24039477,27.98472021
MUSICOIN,getdashboarddata_payouts,2017-09-04,655.31892787
MUSICOIN,getdashboarddata_payouts,2017-09-03,812.38211589
MUSICOIN,getdashboarddata_payouts,2017-09-02,911.38836894
MUSICOIN,getdashboarddata_payouts,2017-09-01,859.95913089
MUSICOIN,getdashboarddata_payouts,2017-08-31,789.03318818
MUSICOIN,getdashboarddata_payouts,2017-08-30,676.84777261
MUSICOIN,getdashboarddata_payouts,2017-08-29,747.41307552
MUSICOIN,getdashboarddata_payouts,2017-08-28,584.25587808
MUSICOIN,getdashboarddata_payouts,2017-08-27,634.62233271
MUSICOIN,getdashboarddata_payouts,2017-08-26,1296.25062558
MUSICOIN,getdashboarddata_payouts,2017-08-25,1312.21556508
MUSICOIN,getdashboarddata_payouts,2017-08-24,1465.23894577
MUSICOIN,getdashboarddata_payouts,2017-08-23,1409.77270838
MUSICOIN,getdashboarddata_payouts,2017-08-22,1318.09294034
